Epoch: 0	,Training loss (MRSE): 0.795958	,Validation loss (MRSE): 0.815026	,Training loss (MSE): 3.66275e+29	,Validation loss (MSE): 4.96789e+24	,Training accuracy (MAE): -5.16148e+13	,Validation accuracy (MAE): -2.59647e+11	,Training accuracy (MRAE): 0.131024	,Validation accuracy (MRAE): 0.129674
Epoch: 264	,Training loss (MRSE): 0.368591	,Validation loss (MRSE): 0.801989	,Training loss (MSE): 4.1456e+16	,Validation loss (MSE): 1.93002e+17	,Training accuracy (MAE): -2.73749e+07	,Validation accuracy (MAE): -7.49993e+07	,Training accuracy (MRAE): 0.489762	,Validation accuracy (MRAE): 0.134977
Epoch: 272	,Training loss (MRSE): 0.440892	,Validation loss (MRSE): 0.794882	,Training loss (MSE): 9.4759e+16	,Validation loss (MSE): 1.92997e+17	,Training accuracy (MAE): -4.7221e+07	,Validation accuracy (MAE): -7.46882e+07	,Training accuracy (MRAE): 0.40383	,Validation accuracy (MRAE): 0.139796
Epoch: 280	,Training loss (MRSE): 0.425075	,Validation loss (MRSE): 0.799513	,Training loss (MSE): 1.03166e+17	,Validation loss (MSE): 1.92999e+17	,Training accuracy (MAE): -4.90479e+07	,Validation accuracy (MAE): -7.47428e+07	,Training accuracy (MRAE): 0.428405	,Validation accuracy (MRAE): 0.134883
Epoch: 288	,Training loss (MRSE): 0.588881	,Validation loss (MRSE): 0.789646	,Training loss (MSE): 1.47059e+17	,Validation loss (MSE): 1.93026e+17	,Training accuracy (MAE): -5.904e+07	,Validation accuracy (MAE): -7.46383e+07	,Training accuracy (MRAE): 0.276319	,Validation accuracy (MRAE): 0.151793
Epoch: 296	,Training loss (MRSE): 0.412093	,Validation loss (MRSE): 0.811903	,Training loss (MSE): 4.75886e+17	,Validation loss (MSE): 1.92902e+17	,Training accuracy (MAE): -9.55747e+07	,Validation accuracy (MAE): -7.49964e+07	,Training accuracy (MRAE): 0.440871	,Validation accuracy (MRAE): 0.123961
Epoch: 304	,Training loss (MRSE): 0.354733	,Validation loss (MRSE): 0.790557	,Training loss (MSE): 2.08142e+16	,Validation loss (MSE): 1.92978e+17	,Training accuracy (MAE): -1.747e+07	,Validation accuracy (MAE): -7.47908e+07	,Training accuracy (MRAE): 0.504424	,Validation accuracy (MRAE): 0.148125
Epoch: 312	,Training loss (MRSE): 0.335591	,Validation loss (MRSE): 0.799514	,Training loss (MSE): 1.94456e+16	,Validation loss (MSE): 1.92967e+17	,Training accuracy (MAE): -1.62757e+07	,Validation accuracy (MAE): -7.48179e+07	,Training accuracy (MRAE): 0.529458	,Validation accuracy (MRAE): 0.141515
Epoch: 320	,Training loss (MRSE): 0.512099	,Validation loss (MRSE): 0.803915	,Training loss (MSE): 5.16949e+16	,Validation loss (MSE): 1.92864e+17	,Training accuracy (MAE): -3.57935e+07	,Validation accuracy (MAE): -7.52566e+07	,Training accuracy (MRAE): 0.342704	,Validation accuracy (MRAE): 0.136765
Epoch: 328	,Training loss (MRSE): 0.476197	,Validation loss (MRSE): 0.787039	,Training loss (MSE): 1.16489e+17	,Validation loss (MSE): 1.93004e+17	,Training accuracy (MAE): -5.25438e+07	,Validation accuracy (MAE): -7.46513e+07	,Training accuracy (MRAE): 0.365936	,Validation accuracy (MRAE): 0.148449
Epoch: 336	,Training loss (MRSE): 0.491559	,Validation loss (MRSE): 0.804397	,Training loss (MSE): 2.41965e+29	,Validation loss (MSE): 1.92916e+17	,Training accuracy (MAE): -2.38906e+13	,Validation accuracy (MAE): -7.59095e+07	,Training accuracy (MRAE): 0.344542	,Validation accuracy (MRAE): 0.137366
Epoch: 344	,Training loss (MRSE): 0.338595	,Validation loss (MRSE): 0.781472	,Training loss (MSE): 5.73394e+16	,Validation loss (MSE): 1.92911e+17	,Training accuracy (MAE): -3.23287e+07	,Validation accuracy (MAE): -7.48904e+07	,Training accuracy (MRAE): 0.516672	,Validation accuracy (MRAE): 0.147488
Epoch: 352	,Training loss (MRSE): 0.656503	,Validation loss (MRSE): 0.786121	,Training loss (MSE): 1.49928e+17	,Validation loss (MSE): 1.9303e+17	,Training accuracy (MAE): -5.96573e+07	,Validation accuracy (MAE): -7.46266e+07	,Training accuracy (MRAE): 0.220082	,Validation accuracy (MRAE): 0.149745
Epoch: 360	,Training loss (MRSE): 0.380617	,Validation loss (MRSE): 0.7791	,Training loss (MSE): 1.14437e+17	,Validation loss (MSE): 1.92998e+17	,Training accuracy (MAE): -5.17217e+07	,Validation accuracy (MAE): -7.47083e+07	,Training accuracy (MRAE): 0.456468	,Validation accuracy (MRAE): 0.1572
Epoch: 368	,Training loss (MRSE): 0.359414	,Validation loss (MRSE): 0.785047	,Training loss (MSE): 1.01141e+17	,Validation loss (MSE): 1.93009e+17	,Training accuracy (MAE): -4.84014e+07	,Validation accuracy (MAE): -7.47396e+07	,Training accuracy (MRAE): 0.473174	,Validation accuracy (MRAE): 0.152419
Epoch: 376	,Training loss (MRSE): 0.319013	,Validation loss (MRSE): 0.789403	,Training loss (MSE): 3.42301e+16	,Validation loss (MSE): 1.92971e+17	,Training accuracy (MAE): -2.42787e+07	,Validation accuracy (MAE): -7.49419e+07	,Training accuracy (MRAE): 0.525494	,Validation accuracy (MRAE): 0.141914
Epoch: 384	,Training loss (MRSE): 0.374279	,Validation loss (MRSE): 0.789181	,Training loss (MSE): 1.15587e+17	,Validation loss (MSE): 1.92983e+17	,Training accuracy (MAE): -5.17451e+07	,Validation accuracy (MAE): -7.46806e+07	,Training accuracy (MRAE): 0.464843	,Validation accuracy (MRAE): 0.141081
Epoch: 392	,Training loss (MRSE): 0.312513	,Validation loss (MRSE): 0.795917	,Training loss (MSE): 5.06059e+16	,Validation loss (MSE): 1.92909e+17	,Training accuracy (MAE): -3.14569e+07	,Validation accuracy (MAE): -7.48338e+07	,Training accuracy (MRAE): 0.531861	,Validation accuracy (MRAE): 0.134972
Epoch: 400	,Training loss (MRSE): 0.323038	,Validation loss (MRSE): 0.798804	,Training loss (MSE): 8.05831e+16	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -4.27092e+07	,Validation accuracy (MAE): -7.48016e+07	,Training accuracy (MRAE): 0.516324	,Validation accuracy (MRAE): 0.134866
Epoch: 408	,Training loss (MRSE): 0.329035	,Validation loss (MRSE): 0.796608	,Training loss (MSE): 3.49637e+16	,Validation loss (MSE): 1.92907e+17	,Training accuracy (MAE): -2.53672e+07	,Validation accuracy (MAE): -7.50353e+07	,Training accuracy (MRAE): 0.508819	,Validation accuracy (MRAE): 0.139511
Epoch: 416	,Training loss (MRSE): 0.395793	,Validation loss (MRSE): 0.78014	,Training loss (MSE): 1.38463e+17	,Validation loss (MSE): 1.92992e+17	,Training accuracy (MAE): -5.68498e+07	,Validation accuracy (MAE): -7.469e+07	,Training accuracy (MRAE): 0.445571	,Validation accuracy (MRAE): 0.157753
Epoch: 424	,Training loss (MRSE): 0.255736	,Validation loss (MRSE): 0.781865	,Training loss (MSE): 5.23061e+16	,Validation loss (MSE): 1.92938e+17	,Training accuracy (MAE): -2.80504e+07	,Validation accuracy (MAE): -7.50083e+07	,Training accuracy (MRAE): 0.594973	,Validation accuracy (MRAE): 0.151866
Epoch: 432	,Training loss (MRSE): 0.328288	,Validation loss (MRSE): 0.791768	,Training loss (MSE): 1.13312e+17	,Validation loss (MSE): 1.92959e+17	,Training accuracy (MAE): -5.10766e+07	,Validation accuracy (MAE): -7.47319e+07	,Training accuracy (MRAE): 0.509475	,Validation accuracy (MRAE): 0.143692
Epoch: 440	,Training loss (MRSE): 0.384315	,Validation loss (MRSE): 0.805811	,Training loss (MSE): 2.27326e+18	,Validation loss (MSE): 1.92973e+17	,Training accuracy (MAE): -2.14585e+08	,Validation accuracy (MAE): -7.55012e+07	,Training accuracy (MRAE): 0.437612	,Validation accuracy (MRAE): 0.126736
Epoch: 448	,Training loss (MRSE): 0.291402	,Validation loss (MRSE): 0.791958	,Training loss (MSE): 6.04619e+16	,Validation loss (MSE): 1.92982e+17	,Training accuracy (MAE): -3.64981e+07	,Validation accuracy (MAE): -7.48783e+07	,Training accuracy (MRAE): 0.551875	,Validation accuracy (MRAE): 0.141278
Epoch: 456	,Training loss (MRSE): 0.264648	,Validation loss (MRSE): 0.792458	,Training loss (MSE): 2.22497e+16	,Validation loss (MSE): 1.93002e+17	,Training accuracy (MAE): -1.80054e+07	,Validation accuracy (MAE): -7.48815e+07	,Training accuracy (MRAE): 0.579411	,Validation accuracy (MRAE): 0.147362
Epoch: 464	,Training loss (MRSE): 0.297855	,Validation loss (MRSE): 0.783859	,Training loss (MSE): 7.00233e+16	,Validation loss (MSE): 1.92979e+17	,Training accuracy (MAE): -3.95017e+07	,Validation accuracy (MAE): -7.4816e+07	,Training accuracy (MRAE): 0.54741	,Validation accuracy (MRAE): 0.143693
Epoch: 472	,Training loss (MRSE): 0.372254	,Validation loss (MRSE): 0.784713	,Training loss (MSE): 9.50024e+16	,Validation loss (MSE): 1.93008e+17	,Training accuracy (MAE): -4.67709e+07	,Validation accuracy (MAE): -7.47115e+07	,Training accuracy (MRAE): 0.452478	,Validation accuracy (MRAE): 0.155245
Epoch: 480	,Training loss (MRSE): 0.306032	,Validation loss (MRSE): 0.807098	,Training loss (MSE): 3.0538e+16	,Validation loss (MSE): 1.92965e+17	,Training accuracy (MAE): -2.219e+07	,Validation accuracy (MAE): -7.50541e+07	,Training accuracy (MRAE): 0.52315	,Validation accuracy (MRAE): 0.128047
Epoch: 488	,Training loss (MRSE): 0.428828	,Validation loss (MRSE): 0.812218	,Training loss (MSE): 1.16152e+20	,Validation loss (MSE): 1.93151e+17	,Training accuracy (MAE): -1.45645e+09	,Validation accuracy (MAE): -7.65786e+07	,Training accuracy (MRAE): 0.408574	,Validation accuracy (MRAE): 0.122891
Epoch: 496	,Training loss (MRSE): 0.301477	,Validation loss (MRSE): 0.778434	,Training loss (MSE): 6.01501e+16	,Validation loss (MSE): 1.92917e+17	,Training accuracy (MAE): -3.61236e+07	,Validation accuracy (MAE): -7.48091e+07	,Training accuracy (MRAE): 0.551036	,Validation accuracy (MRAE): 0.157439
Epoch: 504	,Training loss (MRSE): 0.240793	,Validation loss (MRSE): 0.801489	,Training loss (MSE): 3.2239e+16	,Validation loss (MSE): 1.92988e+17	,Training accuracy (MAE): -2.3025e+07	,Validation accuracy (MAE): -7.48709e+07	,Training accuracy (MRAE): 0.610071	,Validation accuracy (MRAE): 0.131346
Epoch: 512	,Training loss (MRSE): 0.387175	,Validation loss (MRSE): 0.790735	,Training loss (MSE): 1.2234e+17	,Validation loss (MSE): 1.93e+17	,Training accuracy (MAE): -5.33807e+07	,Validation accuracy (MAE): -7.46938e+07	,Training accuracy (MRAE): 0.43561	,Validation accuracy (MRAE): 0.140152
Epoch: 520	,Training loss (MRSE): 0.3826	,Validation loss (MRSE): 0.804443	,Training loss (MSE): 7.91037e+16	,Validation loss (MSE): 1.93025e+17	,Training accuracy (MAE): -4.24523e+07	,Validation accuracy (MAE): -7.47512e+07	,Training accuracy (MRAE): 0.452098	,Validation accuracy (MRAE): 0.128926
Epoch: 528	,Training loss (MRSE): 0.336978	,Validation loss (MRSE): 0.796353	,Training loss (MSE): 8.146e+16	,Validation loss (MSE): 1.92982e+17	,Training accuracy (MAE): -4.26009e+07	,Validation accuracy (MAE): -7.47176e+07	,Training accuracy (MRAE): 0.492939	,Validation accuracy (MRAE): 0.131909
Epoch: 536	,Training loss (MRSE): 0.276899	,Validation loss (MRSE): 0.791658	,Training loss (MSE): 6.95315e+16	,Validation loss (MSE): 1.92993e+17	,Training accuracy (MAE): -3.97342e+07	,Validation accuracy (MAE): -7.47371e+07	,Training accuracy (MRAE): 0.560473	,Validation accuracy (MRAE): 0.146179
Epoch: 544	,Training loss (MRSE): 0.317879	,Validation loss (MRSE): 0.793512	,Training loss (MSE): 7.49727e+16	,Validation loss (MSE): 1.9294e+17	,Training accuracy (MAE): -4.09693e+07	,Validation accuracy (MAE): -7.47736e+07	,Training accuracy (MRAE): 0.521852	,Validation accuracy (MRAE): 0.142322
Epoch: 552	,Training loss (MRSE): 0.320552	,Validation loss (MRSE): 0.797395	,Training loss (MSE): 1.04095e+17	,Validation loss (MSE): 1.92969e+17	,Training accuracy (MAE): -4.88862e+07	,Validation accuracy (MAE): -7.47125e+07	,Training accuracy (MRAE): 0.506814	,Validation accuracy (MRAE): 0.138638
Epoch: 560	,Training loss (MRSE): 0.25203	,Validation loss (MRSE): 0.801958	,Training loss (MSE): 5.3647e+16	,Validation loss (MSE): 1.92968e+17	,Training accuracy (MAE): -3.40135e+07	,Validation accuracy (MAE): -7.47699e+07	,Training accuracy (MRAE): 0.595467	,Validation accuracy (MRAE): 0.134248
Epoch: 568	,Training loss (MRSE): 0.318736	,Validation loss (MRSE): 0.792482	,Training loss (MSE): 1.01519e+17	,Validation loss (MSE): 1.92998e+17	,Training accuracy (MAE): -4.8421e+07	,Validation accuracy (MAE): -7.47838e+07	,Training accuracy (MRAE): 0.520609	,Validation accuracy (MRAE): 0.149614
Epoch: 576	,Training loss (MRSE): 0.575322	,Validation loss (MRSE): 0.793295	,Training loss (MSE): 1.50801e+17	,Validation loss (MSE): 1.93009e+17	,Training accuracy (MAE): -5.97488e+07	,Validation accuracy (MAE): -7.46177e+07	,Training accuracy (MRAE): 0.285759	,Validation accuracy (MRAE): 0.142436
Epoch: 584	,Training loss (MRSE): 0.242744	,Validation loss (MRSE): 0.798502	,Training loss (MSE): 3.40077e+16	,Validation loss (MSE): 1.92997e+17	,Training accuracy (MAE): -2.49516e+07	,Validation accuracy (MAE): -7.48366e+07	,Training accuracy (MRAE): 0.602786	,Validation accuracy (MRAE): 0.134246
Epoch: 592	,Training loss (MRSE): 0.259197	,Validation loss (MRSE): 0.805218	,Training loss (MSE): 6.83215e+16	,Validation loss (MSE): 1.93001e+17	,Training accuracy (MAE): -3.88202e+07	,Validation accuracy (MAE): -7.48313e+07	,Training accuracy (MRAE): 0.582284	,Validation accuracy (MRAE): 0.129024
Epoch: 600	,Training loss (MRSE): 0.294476	,Validation loss (MRSE): 0.789652	,Training loss (MSE): 5.28931e+16	,Validation loss (MSE): 1.92945e+17	,Training accuracy (MAE): -3.28257e+07	,Validation accuracy (MAE): -7.48657e+07	,Training accuracy (MRAE): 0.564563	,Validation accuracy (MRAE): 0.142452
Epoch: 608	,Training loss (MRSE): 0.458808	,Validation loss (MRSE): 0.794873	,Training loss (MSE): 1.13865e+17	,Validation loss (MSE): 1.9302e+17	,Training accuracy (MAE): -5.16625e+07	,Validation accuracy (MAE): -7.46958e+07	,Training accuracy (MRAE): 0.360242	,Validation accuracy (MRAE): 0.142165
Epoch: 616	,Training loss (MRSE): 0.217654	,Validation loss (MRSE): 0.796735	,Training loss (MSE): 2.43624e+16	,Validation loss (MSE): 1.92986e+17	,Training accuracy (MAE): -1.86836e+07	,Validation accuracy (MAE): -7.48622e+07	,Training accuracy (MRAE): 0.645326	,Validation accuracy (MRAE): 0.135316
Epoch: 624	,Training loss (MRSE): 0.534425	,Validation loss (MRSE): 0.791334	,Training loss (MSE): 1.41809e+17	,Validation loss (MSE): 1.93017e+17	,Training accuracy (MAE): -5.7922e+07	,Validation accuracy (MAE): -7.46402e+07	,Training accuracy (MRAE): 0.307588	,Validation accuracy (MRAE): 0.146015
Epoch: 632	,Training loss (MRSE): 0.261077	,Validation loss (MRSE): 0.80065	,Training loss (MSE): 2.74464e+17	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -7.89167e+07	,Validation accuracy (MAE): -7.51731e+07	,Training accuracy (MRAE): 0.576239	,Validation accuracy (MRAE): 0.131025
Epoch: 640	,Training loss (MRSE): 0.269414	,Validation loss (MRSE): 0.799505	,Training loss (MSE): 2.32132e+17	,Validation loss (MSE): 1.92988e+17	,Training accuracy (MAE): -7.0374e+07	,Validation accuracy (MAE): -7.49058e+07	,Training accuracy (MRAE): 0.565795	,Validation accuracy (MRAE): 0.132903
Epoch: 648	,Training loss (MRSE): 0.309815	,Validation loss (MRSE): 0.802067	,Training loss (MSE): 1.01108e+17	,Validation loss (MSE): 1.92958e+17	,Training accuracy (MAE): -4.79005e+07	,Validation accuracy (MAE): -7.47213e+07	,Training accuracy (MRAE): 0.522152	,Validation accuracy (MRAE): 0.131436
Epoch: 656	,Training loss (MRSE): 0.319382	,Validation loss (MRSE): 0.793551	,Training loss (MSE): 1.07835e+17	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -4.99152e+07	,Validation accuracy (MAE): -7.47134e+07	,Training accuracy (MRAE): 0.504888	,Validation accuracy (MRAE): 0.135839
Epoch: 664	,Training loss (MRSE): 0.298714	,Validation loss (MRSE): 0.803958	,Training loss (MSE): 6.74215e+16	,Validation loss (MSE): 1.92981e+17	,Training accuracy (MAE): -3.92395e+07	,Validation accuracy (MAE): -7.47649e+07	,Training accuracy (MRAE): 0.530505	,Validation accuracy (MRAE): 0.128602
