Epoch: 0,	Training loss (MRSE): 0.959355	,Validation loss (MRSE): 0.93812	,Training loss (MSE): 4.00074e+17	,Validation loss (MSE): 3.60062e+17	,Training accuracy (MAE): -2.37737e+08	,Validation accuracy (MAE): -1.99086e+08	,Training accuracy (MRAE): 0.033222	,Validation accuracy (MRAE): 0.0531244
Epoch: 22,	Training loss (MRSE): 0.924365	,Validation loss (MRSE): 0.931653	,Training loss (MSE): 7.70374e+16	,Validation loss (MSE): 7.58373e+17	,Training accuracy (MAE): -1.19245e+08	,Validation accuracy (MAE): -3.50639e+08	,Training accuracy (MRAE): 0.057828	,Validation accuracy (MRAE): 0.0550994
Epoch: 24,	Training loss (MRSE): 0.9193	,Validation loss (MRSE): 0.896721	,Training loss (MSE): 9.45491e+16	,Validation loss (MSE): 7.07689e+17	,Training accuracy (MAE): -1.339e+08	,Validation accuracy (MAE): -3.39189e+08	,Training accuracy (MRAE): 0.0629923	,Validation accuracy (MRAE): 0.0849318
Epoch: 26,	Training loss (MRSE): 0.937761	,Validation loss (MRSE): 0.931747	,Training loss (MSE): 7.35326e+16	,Validation loss (MSE): 7.28205e+17	,Training accuracy (MAE): -1.03676e+08	,Validation accuracy (MAE): -3.5924e+08	,Training accuracy (MRAE): 0.0513988	,Validation accuracy (MRAE): 0.0537777
Epoch: 28,	Training loss (MRSE): 0.93353	,Validation loss (MRSE): 0.928489	,Training loss (MSE): 5.57295e+16	,Validation loss (MSE): 7.21998e+17	,Training accuracy (MAE): -6.30789e+07	,Validation accuracy (MAE): -3.37439e+08	,Training accuracy (MRAE): 0.0558191	,Validation accuracy (MRAE): 0.0585369
Epoch: 30,	Training loss (MRSE): 0.934813	,Validation loss (MRSE): 0.910544	,Training loss (MSE): 6.46626e+16	,Validation loss (MSE): 6.80078e+17	,Training accuracy (MAE): -7.67458e+07	,Validation accuracy (MAE): -3.31712e+08	,Training accuracy (MRAE): 0.0496036	,Validation accuracy (MRAE): 0.075061
Epoch: 32,	Training loss (MRSE): 0.94094	,Validation loss (MRSE): 0.927482	,Training loss (MSE): 4.24482e+16	,Validation loss (MSE): 5.75848e+17	,Training accuracy (MAE): -4.80517e+07	,Validation accuracy (MAE): -2.72725e+08	,Training accuracy (MRAE): 0.0500001	,Validation accuracy (MRAE): 0.062667
Epoch: 34,	Training loss (MRSE): 0.936043	,Validation loss (MRSE): 0.923816	,Training loss (MSE): 4.43727e+16	,Validation loss (MSE): 5.9087e+17	,Training accuracy (MAE): -7.20965e+07	,Validation accuracy (MAE): -2.85579e+08	,Training accuracy (MRAE): 0.053148	,Validation accuracy (MRAE): 0.0653217
Epoch: 36,	Training loss (MRSE): 0.94507	,Validation loss (MRSE): 0.925274	,Training loss (MSE): 7.77061e+16	,Validation loss (MSE): 6.20717e+17	,Training accuracy (MAE): -9.38673e+07	,Validation accuracy (MAE): -2.87878e+08	,Training accuracy (MRAE): 0.0460998	,Validation accuracy (MRAE): 0.0633894
Epoch: 38,	Training loss (MRSE): 0.943626	,Validation loss (MRSE): 0.922355	,Training loss (MSE): 5.81243e+16	,Validation loss (MSE): 4.41749e+17	,Training accuracy (MAE): -6.40208e+07	,Validation accuracy (MAE): -2.21407e+08	,Training accuracy (MRAE): 0.0475131	,Validation accuracy (MRAE): 0.0670551
Epoch: 40,	Training loss (MRSE): 0.948979	,Validation loss (MRSE): 0.922509	,Training loss (MSE): 6.81207e+16	,Validation loss (MSE): 4.55367e+17	,Training accuracy (MAE): -9.71462e+07	,Validation accuracy (MAE): -2.63191e+08	,Training accuracy (MRAE): 0.0407203	,Validation accuracy (MRAE): 0.0644634
Epoch: 42,	Training loss (MRSE): 0.933609	,Validation loss (MRSE): 0.914252	,Training loss (MSE): 5.19439e+16	,Validation loss (MSE): 4.59507e+17	,Training accuracy (MAE): -7.22199e+07	,Validation accuracy (MAE): -2.52135e+08	,Training accuracy (MRAE): 0.0521536	,Validation accuracy (MRAE): 0.0681505
Epoch: 44,	Training loss (MRSE): 0.924504	,Validation loss (MRSE): 0.948599	,Training loss (MSE): 4.58201e+16	,Validation loss (MSE): 4.6658e+17	,Training accuracy (MAE): -7.23714e+07	,Validation accuracy (MAE): -2.63106e+08	,Training accuracy (MRAE): 0.0582395	,Validation accuracy (MRAE): 0.0346191
Epoch: 46,	Training loss (MRSE): 0.936788	,Validation loss (MRSE): 0.96131	,Training loss (MSE): 3.97626e+16	,Validation loss (MSE): 3.96811e+17	,Training accuracy (MAE): -4.27246e+07	,Validation accuracy (MAE): -2.1847e+08	,Training accuracy (MRAE): 0.051662	,Validation accuracy (MRAE): 0.0306146
Epoch: 48,	Training loss (MRSE): 0.925334	,Validation loss (MRSE): 0.925069	,Training loss (MSE): 3.97825e+16	,Validation loss (MSE): 4.75106e+17	,Training accuracy (MAE): -6.37136e+07	,Validation accuracy (MAE): -2.67778e+08	,Training accuracy (MRAE): 0.0536708	,Validation accuracy (MRAE): 0.0596215
Epoch: 50,	Training loss (MRSE): 0.926677	,Validation loss (MRSE): 0.934388	,Training loss (MSE): 3.89999e+16	,Validation loss (MSE): 5.2347e+17	,Training accuracy (MAE): -5.26826e+07	,Validation accuracy (MAE): -2.75053e+08	,Training accuracy (MRAE): 0.059836	,Validation accuracy (MRAE): 0.0551303
Epoch: 52,	Training loss (MRSE): 0.920043	,Validation loss (MRSE): 0.918381	,Training loss (MSE): 3.83233e+16	,Validation loss (MSE): 5.48756e+17	,Training accuracy (MAE): -7.36486e+07	,Validation accuracy (MAE): -2.97251e+08	,Training accuracy (MRAE): 0.0597953	,Validation accuracy (MRAE): 0.0650715
Epoch: 54,	Training loss (MRSE): 0.913435	,Validation loss (MRSE): 0.926046	,Training loss (MSE): 3.36618e+16	,Validation loss (MSE): 5.10366e+17	,Training accuracy (MAE): -5.38218e+07	,Validation accuracy (MAE): -2.78773e+08	,Training accuracy (MRAE): 0.0671069	,Validation accuracy (MRAE): 0.0593796
Epoch: 56,	Training loss (MRSE): 0.936505	,Validation loss (MRSE): 0.921804	,Training loss (MSE): 3.2883e+16	,Validation loss (MSE): 4.48211e+17	,Training accuracy (MAE): -3.61576e+07	,Validation accuracy (MAE): -2.41331e+08	,Training accuracy (MRAE): 0.0525647	,Validation accuracy (MRAE): 0.065751
Epoch: 58,	Training loss (MRSE): 0.91888	,Validation loss (MRSE): 0.926319	,Training loss (MSE): 3.40136e+16	,Validation loss (MSE): 4.14106e+17	,Training accuracy (MAE): -4.69225e+07	,Validation accuracy (MAE): -2.28269e+08	,Training accuracy (MRAE): 0.0672612	,Validation accuracy (MRAE): 0.0642913
Epoch: 60,	Training loss (MRSE): 0.900027	,Validation loss (MRSE): 0.921632	,Training loss (MSE): 3.41606e+16	,Validation loss (MSE): 4.44309e+17	,Training accuracy (MAE): -5.7854e+07	,Validation accuracy (MAE): -2.53928e+08	,Training accuracy (MRAE): 0.0802407	,Validation accuracy (MRAE): 0.0613831
Epoch: 62,	Training loss (MRSE): 0.899196	,Validation loss (MRSE): 0.916098	,Training loss (MSE): 3.16912e+16	,Validation loss (MSE): 4.08955e+17	,Training accuracy (MAE): -5.6547e+07	,Validation accuracy (MAE): -2.45586e+08	,Training accuracy (MRAE): 0.0760376	,Validation accuracy (MRAE): 0.0627185
Epoch: 64,	Training loss (MRSE): 0.904209	,Validation loss (MRSE): 0.887224	,Training loss (MSE): 3.1459e+16	,Validation loss (MSE): 3.85485e+17	,Training accuracy (MAE): -4.57802e+07	,Validation accuracy (MAE): -2.37515e+08	,Training accuracy (MRAE): 0.0741811	,Validation accuracy (MRAE): 0.0889861
Epoch: 66,	Training loss (MRSE): 0.917397	,Validation loss (MRSE): 0.913488	,Training loss (MSE): 2.96294e+16	,Validation loss (MSE): 3.75672e+17	,Training accuracy (MAE): -3.95844e+07	,Validation accuracy (MAE): -2.25494e+08	,Training accuracy (MRAE): 0.0666368	,Validation accuracy (MRAE): 0.0706162
Epoch: 68,	Training loss (MRSE): 0.90446	,Validation loss (MRSE): 0.894622	,Training loss (MSE): 2.96968e+16	,Validation loss (MSE): 3.7011e+17	,Training accuracy (MAE): -4.43142e+07	,Validation accuracy (MAE): -2.23453e+08	,Training accuracy (MRAE): 0.0766962	,Validation accuracy (MRAE): 0.0846245
Epoch: 70,	Training loss (MRSE): 0.922266	,Validation loss (MRSE): 0.916384	,Training loss (MSE): 2.87055e+16	,Validation loss (MSE): 3.49972e+17	,Training accuracy (MAE): -3.8061e+07	,Validation accuracy (MAE): -2.14935e+08	,Training accuracy (MRAE): 0.0630194	,Validation accuracy (MRAE): 0.0688778
Epoch: 72,	Training loss (MRSE): 0.894187	,Validation loss (MRSE): 0.906791	,Training loss (MSE): 3.16138e+16	,Validation loss (MSE): 4.13613e+17	,Training accuracy (MAE): -4.91729e+07	,Validation accuracy (MAE): -2.39173e+08	,Training accuracy (MRAE): 0.0823299	,Validation accuracy (MRAE): 0.0765082
Epoch: 74,	Training loss (MRSE): 0.89881	,Validation loss (MRSE): 0.894215	,Training loss (MSE): 2.90677e+16	,Validation loss (MSE): 4.20939e+17	,Training accuracy (MAE): -4.55633e+07	,Validation accuracy (MAE): -2.35195e+08	,Training accuracy (MRAE): 0.0799211	,Validation accuracy (MRAE): 0.0833179
Epoch: 76,	Training loss (MRSE): 0.90337	,Validation loss (MRSE): 0.900485	,Training loss (MSE): 2.86791e+16	,Validation loss (MSE): 3.83438e+17	,Training accuracy (MAE): -4.15956e+07	,Validation accuracy (MAE): -2.18899e+08	,Training accuracy (MRAE): 0.0749786	,Validation accuracy (MRAE): 0.0801368
Epoch: 78,	Training loss (MRSE): 0.905736	,Validation loss (MRSE): 0.920745	,Training loss (MSE): 2.66632e+16	,Validation loss (MSE): 3.69361e+17	,Training accuracy (MAE): -3.27042e+07	,Validation accuracy (MAE): -2.17368e+08	,Training accuracy (MRAE): 0.0761023	,Validation accuracy (MRAE): 0.0623885
Epoch: 80,	Training loss (MRSE): 0.901849	,Validation loss (MRSE): 0.928952	,Training loss (MSE): 2.72415e+16	,Validation loss (MSE): 3.82075e+17	,Training accuracy (MAE): -3.65523e+07	,Validation accuracy (MAE): -2.26813e+08	,Training accuracy (MRAE): 0.0766663	,Validation accuracy (MRAE): 0.0560467
Epoch: 82,	Training loss (MRSE): 0.916181	,Validation loss (MRSE): 0.919254	,Training loss (MSE): 3.05913e+16	,Validation loss (MSE): 3.71649e+17	,Training accuracy (MAE): -4.82499e+07	,Validation accuracy (MAE): -2.27056e+08	,Training accuracy (MRAE): 0.065889	,Validation accuracy (MRAE): 0.0627155
Epoch: 84,	Training loss (MRSE): 0.91734	,Validation loss (MRSE): 0.935155	,Training loss (MSE): 3.36895e+16	,Validation loss (MSE): 3.95647e+17	,Training accuracy (MAE): -5.4754e+07	,Validation accuracy (MAE): -2.27297e+08	,Training accuracy (MRAE): 0.0660108	,Validation accuracy (MRAE): 0.0476557
Epoch: 86,	Training loss (MRSE): 0.933138	,Validation loss (MRSE): 0.92883	,Training loss (MSE): 2.96653e+16	,Validation loss (MSE): 3.1093e+17	,Training accuracy (MAE): -3.3906e+07	,Validation accuracy (MAE): -1.8737e+08	,Training accuracy (MRAE): 0.0551974	,Validation accuracy (MRAE): 0.0578562
Epoch: 88,	Training loss (MRSE): 0.907549	,Validation loss (MRSE): 0.900468	,Training loss (MSE): 2.96642e+16	,Validation loss (MSE): 2.7052e+17	,Training accuracy (MAE): -3.24413e+07	,Validation accuracy (MAE): -1.77847e+08	,Training accuracy (MRAE): 0.0751253	,Validation accuracy (MRAE): 0.078093
Epoch: 90,	Training loss (MRSE): 0.909387	,Validation loss (MRSE): 0.885514	,Training loss (MSE): 3.15381e+16	,Validation loss (MSE): 3.35237e+17	,Training accuracy (MAE): -5.22461e+07	,Validation accuracy (MAE): -2.2498e+08	,Training accuracy (MRAE): 0.0671814	,Validation accuracy (MRAE): 0.0884443
Epoch: 92,	Training loss (MRSE): 0.896656	,Validation loss (MRSE): 0.893979	,Training loss (MSE): 3.28665e+16	,Validation loss (MSE): 3.03957e+17	,Training accuracy (MAE): -5.53322e+07	,Validation accuracy (MAE): -2.18466e+08	,Training accuracy (MRAE): 0.0768757	,Validation accuracy (MRAE): 0.0779329
Epoch: 94,	Training loss (MRSE): 0.896721	,Validation loss (MRSE): 0.89515	,Training loss (MSE): 3.34553e+16	,Validation loss (MSE): 2.57308e+17	,Training accuracy (MAE): -3.93737e+07	,Validation accuracy (MAE): -1.882e+08	,Training accuracy (MRAE): 0.0823227	,Validation accuracy (MRAE): 0.0842665
Epoch: 96,	Training loss (MRSE): 0.931657	,Validation loss (MRSE): 0.922825	,Training loss (MSE): 3.23635e+16	,Validation loss (MSE): 2.33738e+17	,Training accuracy (MAE): -3.38755e+07	,Validation accuracy (MAE): -1.70101e+08	,Training accuracy (MRAE): 0.0584049	,Validation accuracy (MRAE): 0.0624436
Epoch: 98,	Training loss (MRSE): 0.921431	,Validation loss (MRSE): 0.920632	,Training loss (MSE): 3.04344e+16	,Validation loss (MSE): 2.51726e+17	,Training accuracy (MAE): -3.69719e+07	,Validation accuracy (MAE): -1.86221e+08	,Training accuracy (MRAE): 0.0622097	,Validation accuracy (MRAE): 0.0595949
Epoch: 100,	Training loss (MRSE): 0.907575	,Validation loss (MRSE): 0.907422	,Training loss (MSE): 2.92379e+16	,Validation loss (MSE): 2.56937e+17	,Training accuracy (MAE): -3.77011e+07	,Validation accuracy (MAE): -1.93261e+08	,Training accuracy (MRAE): 0.0726753	,Validation accuracy (MRAE): 0.0712308
Epoch: 102,	Training loss (MRSE): 0.908401	,Validation loss (MRSE): 0.888309	,Training loss (MSE): 3.26926e+16	,Validation loss (MSE): 2.95929e+17	,Training accuracy (MAE): -5.4796e+07	,Validation accuracy (MAE): -2.21056e+08	,Training accuracy (MRAE): 0.0672984	,Validation accuracy (MRAE): 0.0807974
Epoch: 104,	Training loss (MRSE): 0.901136	,Validation loss (MRSE): 0.91196	,Training loss (MSE): 3.47599e+16	,Validation loss (MSE): 3.68066e+17	,Training accuracy (MAE): -6.48172e+07	,Validation accuracy (MAE): -2.60692e+08	,Training accuracy (MRAE): 0.0716939	,Validation accuracy (MRAE): 0.0639616
Epoch: 106,	Training loss (MRSE): 0.91228	,Validation loss (MRSE): 0.900149	,Training loss (MSE): 2.8863e+16	,Validation loss (MSE): 2.68246e+17	,Training accuracy (MAE): -4.05401e+07	,Validation accuracy (MAE): -2.06456e+08	,Training accuracy (MRAE): 0.0653274	,Validation accuracy (MRAE): 0.0803247
Epoch: 108,	Training loss (MRSE): 0.943119	,Validation loss (MRSE): 0.896885	,Training loss (MSE): 2.84583e+16	,Validation loss (MSE): 2.41822e+17	,Training accuracy (MAE): -3.72509e+07	,Validation accuracy (MAE): -1.84095e+08	,Training accuracy (MRAE): 0.0421587	,Validation accuracy (MRAE): 0.0866985
Epoch: 110,	Training loss (MRSE): 0.915062	,Validation loss (MRSE): 0.895008	,Training loss (MSE): 3.58925e+16	,Validation loss (MSE): 2.83219e+17	,Training accuracy (MAE): -7.23554e+07	,Validation accuracy (MAE): -2.15273e+08	,Training accuracy (MRAE): 0.0584474	,Validation accuracy (MRAE): 0.0794562
Epoch: 112,	Training loss (MRSE): 0.930057	,Validation loss (MRSE): 0.907076	,Training loss (MSE): 2.73369e+16	,Validation loss (MSE): 2.13947e+17	,Training accuracy (MAE): -3.38488e+07	,Validation accuracy (MAE): -1.59801e+08	,Training accuracy (MRAE): 0.0552043	,Validation accuracy (MRAE): 0.074803
Epoch: 114,	Training loss (MRSE): 0.909698	,Validation loss (MRSE): 0.908123	,Training loss (MSE): 2.74388e+16	,Validation loss (MSE): 2.20952e+17	,Training accuracy (MAE): -2.94683e+07	,Validation accuracy (MAE): -1.51983e+08	,Training accuracy (MRAE): 0.0722443	,Validation accuracy (MRAE): 0.0702912
Epoch: 116,	Training loss (MRSE): 0.930466	,Validation loss (MRSE): 0.904052	,Training loss (MSE): 2.62822e+16	,Validation loss (MSE): 2.48894e+17	,Training accuracy (MAE): -2.85779e+07	,Validation accuracy (MAE): -1.69072e+08	,Training accuracy (MRAE): 0.0554471	,Validation accuracy (MRAE): 0.0775242
Epoch: 118,	Training loss (MRSE): 0.91272	,Validation loss (MRSE): 0.893537	,Training loss (MSE): 2.56331e+16	,Validation loss (MSE): 2.94444e+17	,Training accuracy (MAE): -3.06711e+07	,Validation accuracy (MAE): -1.78735e+08	,Training accuracy (MRAE): 0.0700648	,Validation accuracy (MRAE): 0.0859119
Epoch: 120,	Training loss (MRSE): 0.905678	,Validation loss (MRSE): 0.871468	,Training loss (MSE): 2.71454e+16	,Validation loss (MSE): 3.24986e+17	,Training accuracy (MAE): -4.40705e+07	,Validation accuracy (MAE): -1.98572e+08	,Training accuracy (MRAE): 0.0737459	,Validation accuracy (MRAE): 0.102544
Epoch: 122,	Training loss (MRSE): 0.901473	,Validation loss (MRSE): 0.901542	,Training loss (MSE): 2.80799e+16	,Validation loss (MSE): 3.94542e+17	,Training accuracy (MAE): -4.78191e+07	,Validation accuracy (MAE): -2.21037e+08	,Training accuracy (MRAE): 0.0733639	,Validation accuracy (MRAE): 0.0751607
Epoch: 124,	Training loss (MRSE): 0.911595	,Validation loss (MRSE): 0.894784	,Training loss (MSE): 2.79533e+16	,Validation loss (MSE): 3.76051e+17	,Training accuracy (MAE): -4.38487e+07	,Validation accuracy (MAE): -2.20344e+08	,Training accuracy (MRAE): 0.0694405	,Validation accuracy (MRAE): 0.0800729
Epoch: 126,	Training loss (MRSE): 0.885989	,Validation loss (MRSE): 0.891305	,Training loss (MSE): 3.42703e+16	,Validation loss (MSE): 4.38443e+17	,Training accuracy (MAE): -6.97489e+07	,Validation accuracy (MAE): -2.63009e+08	,Training accuracy (MRAE): 0.0849417	,Validation accuracy (MRAE): 0.0790798
Epoch: 128,	Training loss (MRSE): 0.889548	,Validation loss (MRSE): 0.918219	,Training loss (MSE): 4.14383e+16	,Validation loss (MSE): 5.19706e+17	,Training accuracy (MAE): -8.04798e+07	,Validation accuracy (MAE): -2.87119e+08	,Training accuracy (MRAE): 0.0799803	,Validation accuracy (MRAE): 0.0611275
Epoch: 130,	Training loss (MRSE): 0.903761	,Validation loss (MRSE): 0.861992	,Training loss (MSE): 3.2176e+16	,Validation loss (MSE): 4.50022e+17	,Training accuracy (MAE): -5.70713e+07	,Validation accuracy (MAE): -2.5943e+08	,Training accuracy (MRAE): 0.0717647	,Validation accuracy (MRAE): 0.109501
Epoch: 132,	Training loss (MRSE): 0.927216	,Validation loss (MRSE): 0.891408	,Training loss (MSE): 3.24232e+16	,Validation loss (MSE): 4.72425e+17	,Training accuracy (MAE): -5.51696e+07	,Validation accuracy (MAE): -2.60094e+08	,Training accuracy (MRAE): 0.0549413	,Validation accuracy (MRAE): 0.0891948
Epoch: 134,	Training loss (MRSE): 0.904278	,Validation loss (MRSE): 0.896521	,Training loss (MSE): 2.73632e+16	,Validation loss (MSE): 4.62019e+17	,Training accuracy (MAE): -4.4166e+07	,Validation accuracy (MAE): -2.54014e+08	,Training accuracy (MRAE): 0.0722238	,Validation accuracy (MRAE): 0.0856045
Epoch: 136,	Training loss (MRSE): 0.901859	,Validation loss (MRSE): 0.888002	,Training loss (MSE): 2.72759e+16	,Validation loss (MSE): 4.13932e+17	,Training accuracy (MAE): -3.33022e+07	,Validation accuracy (MAE): -2.37054e+08	,Training accuracy (MRAE): 0.0761479	,Validation accuracy (MRAE): 0.0867169
Epoch: 138,	Training loss (MRSE): 0.939409	,Validation loss (MRSE): 0.900353	,Training loss (MSE): 3.86016e+16	,Validation loss (MSE): 3.07472e+17	,Training accuracy (MAE): -3.35748e+07	,Validation accuracy (MAE): -1.76664e+08	,Training accuracy (MRAE): 0.0502646	,Validation accuracy (MRAE): 0.0798492
Epoch: 140,	Training loss (MRSE): 0.947202	,Validation loss (MRSE): 0.907147	,Training loss (MSE): 2.78296e+16	,Validation loss (MSE): 2.34661e+17	,Training accuracy (MAE): -2.54663e+07	,Validation accuracy (MAE): -1.60251e+08	,Training accuracy (MRAE): 0.0448169	,Validation accuracy (MRAE): 0.0752897
Epoch: 142,	Training loss (MRSE): 0.936642	,Validation loss (MRSE): 0.913395	,Training loss (MSE): 2.55427e+16	,Validation loss (MSE): 2.42138e+17	,Training accuracy (MAE): -2.66238e+07	,Validation accuracy (MAE): -1.69176e+08	,Training accuracy (MRAE): 0.0528096	,Validation accuracy (MRAE): 0.0725786
Epoch: 144,	Training loss (MRSE): 0.944299	,Validation loss (MRSE): 0.907783	,Training loss (MSE): 2.59666e+16	,Validation loss (MSE): 2.60853e+17	,Training accuracy (MAE): -2.77552e+07	,Validation accuracy (MAE): -1.70929e+08	,Training accuracy (MRAE): 0.0473204	,Validation accuracy (MRAE): 0.076644
Epoch: 146,	Training loss (MRSE): 0.881317	,Validation loss (MRSE): 0.86564	,Training loss (MSE): 2.50175e+16	,Validation loss (MSE): 2.89922e+17	,Training accuracy (MAE): -4.01953e+07	,Validation accuracy (MAE): -1.97975e+08	,Training accuracy (MRAE): 0.0922168	,Validation accuracy (MRAE): 0.109346
Epoch: 148,	Training loss (MRSE): 0.888737	,Validation loss (MRSE): 0.877539	,Training loss (MSE): 2.48896e+16	,Validation loss (MSE): 2.84773e+17	,Training accuracy (MAE): -4.03792e+07	,Validation accuracy (MAE): -1.98348e+08	,Training accuracy (MRAE): 0.0846181	,Validation accuracy (MRAE): 0.0975587
Epoch: 150,	Training loss (MRSE): 0.887827	,Validation loss (MRSE): 0.873298	,Training loss (MSE): 2.74156e+16	,Validation loss (MSE): 2.68585e+17	,Training accuracy (MAE): -4.94339e+07	,Validation accuracy (MAE): -2.02341e+08	,Training accuracy (MRAE): 0.0817489	,Validation accuracy (MRAE): 0.101079
Epoch: 152,	Training loss (MRSE): 0.890821	,Validation loss (MRSE): 0.883777	,Training loss (MSE): 3.32313e+16	,Validation loss (MSE): 3.18879e+17	,Training accuracy (MAE): -7.15829e+07	,Validation accuracy (MAE): -2.33908e+08	,Training accuracy (MRAE): 0.0779798	,Validation accuracy (MRAE): 0.087875
Epoch: 154,	Training loss (MRSE): 0.885903	,Validation loss (MRSE): 0.86646	,Training loss (MSE): 3.09049e+16	,Validation loss (MSE): 3.41865e+17	,Training accuracy (MAE): -6.87344e+07	,Validation accuracy (MAE): -2.41106e+08	,Training accuracy (MRAE): 0.0793382	,Validation accuracy (MRAE): 0.106212
Epoch: 156,	Training loss (MRSE): 0.892252	,Validation loss (MRSE): 0.882271	,Training loss (MSE): 2.98092e+16	,Validation loss (MSE): 3.20445e+17	,Training accuracy (MAE): -6.51162e+07	,Validation accuracy (MAE): -2.30991e+08	,Training accuracy (MRAE): 0.0732964	,Validation accuracy (MRAE): 0.0931949
Epoch: 158,	Training loss (MRSE): 0.881799	,Validation loss (MRSE): 0.873692	,Training loss (MSE): 2.75094e+16	,Validation loss (MSE): 3.38099e+17	,Training accuracy (MAE): -4.96099e+07	,Validation accuracy (MAE): -2.26139e+08	,Training accuracy (MRAE): 0.0888117	,Validation accuracy (MRAE): 0.0984876
Epoch: 160,	Training loss (MRSE): 0.894444	,Validation loss (MRSE): 0.894566	,Training loss (MSE): 2.51462e+16	,Validation loss (MSE): 3.30952e+17	,Training accuracy (MAE): -4.4284e+07	,Validation accuracy (MAE): -2.23869e+08	,Training accuracy (MRAE): 0.0795758	,Validation accuracy (MRAE): 0.0806713
Epoch: 162,	Training loss (MRSE): 0.901273	,Validation loss (MRSE): 0.885066	,Training loss (MSE): 2.4353e+16	,Validation loss (MSE): 3.26606e+17	,Training accuracy (MAE): -3.6584e+07	,Validation accuracy (MAE): -2.18084e+08	,Training accuracy (MRAE): 0.078151	,Validation accuracy (MRAE): 0.08878
Epoch: 164,	Training loss (MRSE): 0.88874	,Validation loss (MRSE): 0.894192	,Training loss (MSE): 2.39794e+16	,Validation loss (MSE): 3.16975e+17	,Training accuracy (MAE): -2.96558e+07	,Validation accuracy (MAE): -2.06614e+08	,Training accuracy (MRAE): 0.0910319	,Validation accuracy (MRAE): 0.0897076
